品目,品番,商品名,車両メーカー,代表型式,代表車名,純正品番,本体福原加工,クラッチ福原加工,本体,クラッチ,仕切り,保証期間,備考,付属品,注意事項１,注意事項２,在庫フラグ（0：在庫あり、1：要確認）
オルタネーター,LR180-733BR,オルタネーター(G) IC 12/80,日産,GF-ENY34,ｸﾞﾛﾘｱ,23100-0P001,,,,,23500,2年4万km保証,MAXタイプ,,,,1
オルタネーター,LR190-716BR,オルタネーター(G)I.C 12/90,日産,GF-ALE50,ｴﾙｸﾞﾗﾝﾄﾞ,23100-0P006,,,,,23500,2年4万km保証,MAXタイプ,,,,1
オルタネーター,LR190-717CR,オルタネータ(G)I.C 12/90,日産,KG-VRGY61,ｻﾌｧﾘ,23100-0P507,,,,,23500,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A002T33493AR,オルタネーター(G)I.C 12/80,日産,E-WGY60,ｻﾌｧﾘ,23100-0P511,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,LR190-718BR,オルタネ-タ-(G) I.C 12/90,日産,KD-WYY60,ｻﾌｧﾘ,23100-0P602,,,,,23500,2年4万km保証,MAXタイプ,,,,1
オルタネーター,LR1110-703BR,オルタネーター(G) IC 12/110,日産,PBY32,ｾﾄﾞﾘｯｸ,23100-0P605,,,,,30300,2年4万km保証,MAXタイプ,,,,1
オルタネーター,LR180-750R-S,オルタネーター(G) IC 12/80,日産,WHC34,ｽﾃｰｼﾞｱ,23100-0V000,,,,,17800,1年2万km保証,シルバータイプ,,,,1
オルタネーター,LR180-750R,オルタネーター(G) IC 12/80,日産,WGC34,ｽﾃｰｼﾞｱ,23100-0V000,,,,,23500,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A002TA7191R-S,日産オルタ(G) IC 12/80,日産,WGNC34,ｽﾃｰｼﾞｱ,23100-0V010,,,,,15900,1年2万km保証,シルバータイプ,,,,1
オルタネーター,A002TA7191R,オルタネーター(G)I.C 12/80,日産,E-PU11,ﾌﾞﾙｰﾊﾞｰﾄﾞ,23100-0V010,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A002TA7191AR,オルタネーター(G) I.C 12/80,日産,E-HGZ31,ﾌｪｱﾚﾃﾞｨZ,23100-0V015,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A002TA7191CR,オルタネーター(G) I.C 12/80,日産,BCNR33・WGNC34,ｽｶｲﾗｲﾝ・ｽﾃｰｼﾞｱ,23100-0V016,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,LR1100-716CR,オルタネーター(G) IC 12/100,日産,E-CY31,ｾﾄﾞﾘｯｸ,23100-0W404,,,,,23800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,LR1100-705ER,オルタネーター(D)I.C  12/100,日産,N-VSJR30,ｽｶｲﾗｲﾝ,23100-0W802,,,,,32800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,LR190-733R,オルタネータ(D)I.C 12/90,日産,N-KSE23,ｷｬﾗﾊﾞﾝ,23100-0Y705,,,,,30000,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A003TA2799R,オルタネ-タ-(D) I.C 12/80,日産,S-VSB11,AD,23100-0Y710,,,,,28500,2年4万km保証,MAXタイプ,,,,1
オルタネーター,LR225-412TR-VP,オルタネ-タ-(D)IC.VP24/25　新品定価66600,日産,E-CMJY31,ｸﾞﾛﾘｱ,23100-10T06,,,,,31500,2年4万km保証,MAXタイプ,バキュームポンプ付,,,1
オルタネーター,LR225-412SR-VP,オルタネ-タ-(D)IC.VP24/25　新品定価67900,日産,CBA-J32,ﾃｨｱﾅ,23100-10T08,,,,,31500,2年4万km保証,MAXタイプ,バキュームポンプ付,,,1
オルタネーター,LR150-435TR-VP,オルタネーター(D)I.C VP 12/50　新品定価61400,日産,DBA-PE52,ｴﾙｸﾞﾗﾝﾄﾞ,23100-11T13,,,,,27600,2年4万km保証,MAXタイプ,バキュームポンプ付,,,1
オルタネーター,LR225-413TR-VP,オルタネ-タ-(D)IC.VP24/25,日産,CBA-TNZ51,ﾑﾗｰﾉ,23100-11T14,,,,,28600,2年4万km保証,MAXタイプ,バキュームポンプ付,,,1
オルタネーター,LR235-403TR-VP,オルタネーター(D) IC VP 24/35　新品定価75000,日産,DBA-TE52,ｴﾙｸﾞﾗﾝﾄﾞ,23100-11T15,,,,,26800,2年4万km保証,MAXタイプ,バキュームポンプ付,,,1
オルタネーター,A002T02394BR,オルタネーター(G) IC 12/70,日産,E-PU13,ﾌﾞﾙ-ﾊﾞ-ﾄﾞ,23100-12C12,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A002T48195R,オルタネーター(G) I.C 12/70,日産,DBA-C26,ｾﾚﾅ,23100-15P11,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A002T48195BR,オルタネ-タ-(G) I.C 12/70,日産,DBA-E12,ﾉｰﾄ,23100-15P13,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,LR150-401CR-VP,オルタネ-タ-(D)IC.VP12/50,日産,Q-UY32,ｸﾞﾛﾘｱ,23100-16A01,,,,,26400,2年4万km保証,MAXタイプ,バキュームポンプ付,,,1
オルタネーター,LR180-711R,オルタネ-タ-(G) I.C 12/80,日産,Q-UY32,ｸﾞﾛﾘｱ,23100-16V00,,,,,23500,2年4万km保証,MAXタイプ,,,,1
オルタネーター,LR180-711BR,オルタネ-タ-(G) I.C 12/80,日産,E-FGDY32,ｼｰﾏ,23100-16V01,,,,,23500,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A002T25584R-VP,オルタネーター(D)IC.VP12/50,日産,E-JGBY32,ﾚﾊﾟｰﾄﾞ,23100-17S10,,,,,31000,2年4万km保証,MAXタイプ,バキュームポンプ付,,,1
オルタネーター,A003T33684R-VP,オルタネ-タ-(D)IC.VP12/60,日産,E-BK10,Be-1,23100-17S15,,,,,33500,2年4万km保証,MAXタイプ,バキュームポンプ付,,,1
オルタネーター,LR160-401CR-VP,オルタネーター(D)IC.VP12/60,日産,E-PGZ31,ﾌｪｱﾚﾃﾞｨZ,23100-18A01,,,,,31200,2年4万km保証,MAXタイプ,バキュームポンプ付,,,1
オルタネーター,LR170-725BR,オルタネ-タ-(G) I.C 12/70,日産,E-KHGNC22,ﾊﾞﾈｯﾄ,23100-19V01,,,,,22100,2年4万km保証,MAXタイプ,,,,1
オルタネーター,LR1125-706BR,オルタネーター(G) IC  12/125,日産,ALE50,ｴﾙｸﾞﾗﾝﾄﾞ,23100-1A903,,,,,30300,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A003TJ1791AR,オルタネーター(G)  I.C  12/130,日産,E-CY31,ｾﾄﾞﾘｯｸ,23100-1AA1A,,,,,24600,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A003TJ1791BR,オルタネーター(G) I.C 12/130,日産,J32,ﾃｨｱﾅ,23100-1AA1B,,,,,24600,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A003TJ2781AR,オルタネーター(G) I.C 12/130,日産,TE52,ｴﾙｸﾞﾗﾝﾄﾞ,23100-1AB1A,,,,,28300,2年4万km保証,MAXタイプ,純正新品クラッチプーリー付き,,,1
オルタネーター,A002T81991R,オルタネーター(G) I.C 12/80,日産,E-PU11,ﾌﾞﾙｰﾊﾞｰﾄﾞ,23100-1E810,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A002TJ0581R,オルタネータ(G)　I.C　12/110,日産,C26（ISS無）,ｾﾚﾅ,23100-1FC1A,,,,,24600,2年4万km保証,MAXタイプ,,アイドリングストップ付き車の場合２３１０Ａ－１ＶＡ０Ａの場合があります。日産ロムから同時に出ることがあるので現車確認願います。部品コード２３１０Ａもご参照下さい。,,0
オルタネーター,A002TJ0291R,オルタネーター(G) I.C  12/110,日産,M20,NV200ﾊﾞﾈｯﾄ,23100-1HS1A,,,,,24600,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A002TX1991ZTR,オルタネーター(G）I.C 12/150,日産,E12,ﾉｰﾄ,23100-1HZ1A,,,,,24600,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A002TX2191ZER,オルタネーター(G）I.C 12/150 KT,日産,YF15,ｼﾞｭｰｸ,23100-1KA1B,,,,,25100,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A002TJ1291R,オルタネーター(G）IC 12/110,日産,YF15,ｼﾞｭｰｸ,23100-1KL1A,,,,,24600,2年4万km保証,MAXタイプ,,,,1
オルタネーター,LR170-501CR-VP,オルタネーター(D)IC VP12/70,日産,E-WHNY10,ｳｲﾝｸﾞﾛｰﾄﾞ,23100-1P001,,,,,32900,2年4万km保証,MAXタイプ,バキュームポンプ付,,,1
オルタネーター,LR190-504CR-VP,オルタネーター(D)IC VP12/90  ∮,日産,KD-SW10,ｱﾍﾞﾆｰﾙ,23100-1P006,,,,,37800,2年4万km保証,MAXタイプ,バキュームポンプ付,,,1
オルタネーター,LR1110-704R,オルタネーター(G)I.C 12/110,日産,KH-TR50,ﾃﾗﾉ,23100-1P100,,,,,30300,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A004T01693R,オルタネーター(G) IC 12/110,日産,FGDY32,ｼｰﾏ,23100-1P110,,,,,24600,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A003T09591R,オルタネーター(G)I.C 12/110,日産,GF-A33,ｾﾌｨｰﾛ,23100-1P113,,,,,24600,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A005T22971BR,オルタネ-タ-(G) I.C 12/50,日産,GF-WA32,ｾﾌｨｰﾛ,23100-20B00,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A003T45594R,"オルタネ-タ (G) I,C 12/90",日産,GF-A33,ｾﾌｨｰﾛ,23100-20P10,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,LR170-21R,オルタネ-タ-(G) I.C 12/70,日産,GA-VAJC23,ｾﾚﾅ,23100-20R00,,,,,22100,2年4万km保証,MAXタイプ,,,,1
オルタネーター,LR180-714R,オルタネ-タ-(G) I.C 12/80,日産,E-KBC23,ｾﾚﾅ,23100-21V02,,,,,23500,2年4万km保証,MAXタイプ,,,,1
オルタネーター,LR180-708R,オルタネ-タ-(G) I.C 12/80,日産,KB-VVJC23,ｾﾚﾅ,23100-22P00,,,,,23500,2年4万km保証,MAXタイプ,,,,1
オルタネーター,LR180-712R,オルタネ-タ-(G) I.C 12/80,日産,DBA-CKV36,ｽｶｲﾗｲﾝ,23100-25V00,,,,,23500,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A002T46395BR,オルタネ-タ-(G) I.C 12/70,日産,GF-FGDY33,ｼｰﾏ,23100-26E11,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,LR170-721BR,オルタネ-タ-(G) I.C 12/70,日産,DBA-E12,ﾉｰﾄ,23100-26E61,,,,,22100,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A005T01897R,オルタネーター(G) IC 12/50,日産,GH-APE50,ｴﾙｸﾞﾗﾝﾄﾞ,23100-28B11,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,LR190-734CR,オルタネーター(D)IC 12/90,日産,Q-WBYD21,ﾃﾗﾉ,23100-2J600,,,,,28300,2年4万km保証,MAXタイプ,,,,1
オルタネーター,LR170-761BR,オルタネーター(D)IC 12/70　新品定価72100,日産,GA-QD21,ﾀﾞｯﾄｻﾝ,23100-2W201,,,,,24400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,LR1100-725R,オルタネーター(G) IC 12/100,日産,EBD-DR16T,ｸﾘｯﾊﾟｰ,23100-2Y005,,,,,30300,2年4万km保証,MAXタイプ,,,,1
オルタネーター,LR1100-725BR,オルタネーター(G) IC 12/100,日産,DBA-MG33S,ﾓｺ,23100-2Y006,,,,,30300,2年4万km保証,MAXタイプ,,,,1
オルタネーター,LR1100-725CR,オルタネーター(G) IC 12/100,日産,EBD-DR16T,ｸﾘｯﾊﾟｰ,23100-2Y900,,,,,30300,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A003T05192R,オルタネーター(G) I.C 12/90,日産,GCZ32,ﾌｪｱﾚﾃﾞｨZ,23100-31P10,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,LR170-740R,オルタネーター(D)IC 12/70,日産,WGY60,ｻﾌｧﾘ,23100-32J01,,,,,26600,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A002T14694R,オルタネ-タ- (I.C) 12/80,日産,S13,180SX,23100-35F10,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,LR190-501CR-VP,オルタネーター(D)IC VP 12/90,日産,ARME24,ｷｬﾗﾊﾞﾝ,23100-37N02,,,,,36500,2年4万km保証,MAXタイプ,バキュームポンプ付,,,1
オルタネーター,LR180-743BR,オルタネータ(G)I.C 12/80,日産,CBE-VY11,AD,23100-3C000,,,,,23500,2年4万km保証,MAXタイプ,,,,1
オルタネーター,LR190-725FR,オルタネーター(G) IC 12/90,日産,GJ-VFY11,AD,23100-3C400,,,,,23500,2年4万km保証,MAXタイプ,,,,1
オルタネーター,LR1100-710CR,オルタネーター(D) IC 12/100,日産,TA-QNG10,ﾌﾞﾙｰﾊﾞｰﾄﾞ･ｼﾙﾌｨ,23100-3C900,,,,,32800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A003TJ1991BR,オルタネーター(G）I.C 12/130,日産,GC-VHNY11,ｽｶｲﾗｲﾝ,23100-3FY1A,,,,,24600,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A003TJ1991R,オルタネーター(G)　I.C 12/150,日産,GC-VHNY11,AD,23100-3FY1A,,,,,24600,2年4万km保証,MAXタイプ,,,,1
オルタネーター,LR1110-707JR,オルタネーター(G) IC 12/110,日産,GF-JB15,ｻﾆｰ,23100-3H000,,,,,23800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A002TX1981ZTR,オルタネーター(G）I.C 12/150,日産,E12,ﾉｰﾄ,23100-3HD1A,,,,,21800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A005TL0181R,オルタネーター(G)  I.C 12/100,日産,NK13,ﾏｰﾁ,23100-3HM1B,,,,,24600,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A002TJ1881ZTR,オルタネーター(G) I.C 12/110,日産,L33,ﾃｨｱﾅ,23100-3TU1B,,,,,26200,2年4万km保証,MAXタイプ,,,,1
オルタネーター,LR1110-712R,オルタネーター(G）IC 12/110,日産,GF-V10,ﾃｨｰﾉ,23100-3W400,,,,,27300,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A002TX2881R,オルタネーター (G)I.C 12V/150A クラッチプーリー,日産,VR2E26,NV350ｷｬﾗﾊﾞﾝ,23100-3XA0A,,,,,30100,2年4万km保証,MAXタイプ,純正新品クラッチプーリー付き,,,1
オルタネーター,A002TX2881DR,オルタネーター (G)I.C 12V/150A クラッチプーリー,日産,VR2E26,NV350ｷｬﾗﾊﾞﾝ,23100-3XA0A,,,,,30100,2年4万km保証,MAXタイプ,純正新品クラッチプーリー付き,リコールが発生しております。リコール情報について詳しくは日産自動車のホームページをご確認ください。,当社製品は、対策品のクラッチプーリーを使用しております,1
オルタネーター,A002TX2781AR,オルタネーター (D)I.C 12V/150A,日産,VW2E26,ｷｬﾗﾊﾞﾝ,23100-3XN0A,,,,,35300,2年4万km保証,MAXタイプ,純正新品クラッチプーリー付き,,,1
オルタネーター,A002TX2781R,オルタネーター (D)I.C 12V/150A クラッチプーリー,日産,VW2E26,NV350ｷｬﾗﾊﾞﾝ,23100-3XN0A,,,,,42300,2年4万km保証,MAXタイプ,,,,1
オルタネーター,LR270-02CR-VP,オルタネーター(D) IC VP 24/70　新品定価185000,日産,GF-PC24,ｾﾚﾅ,23100-42T01,,,,,93900,2年4万km保証,MAXタイプ,バキュームポンプ付,,,1
オルタネーター,LR150-428TR-VP,オルタネーター(D)IC.VP12/50　新品定価59600,日産,E-CY31,ｾﾄﾞﾘｯｸ,23100-43G06,,,,,22600,2年4万km保証,MAXタイプ,バキュームポンプ付,,,1
オルタネーター,LR160-426TR-VP,オルタネーター(D)IC VP12/60　新品定価68400,日産,BMD21,ﾀﾞｯﾄｻﾝ,23100-43G07,,,,,22600,2年4万km保証,MAXタイプ,バキュームポンプ付,,,1
オルタネーター,LR160-426SR-VP,オルタネーター(D) I.C VP 12/60　新品定価70500,日産,GH-BJY31,ｾﾄﾞﾘｯｸ,23100-43G09,,,,,22600,2年4万km保証,MAXタイプ,バキュームポンプ付,,,1
オルタネーター,LR190-721R,オルタネータ(G)I.C 12/90,日産,FEGE24,ｷｬﾗﾊﾞﾝ,23100-43N01,,,,,23500,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A002T39691R,オルタネーター(G) IC 12/80,日産,KEE24,ｷｬﾗﾊﾞﾝ,23100-43N10,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A005T05591R,オルタネーター(G) IC 12/60,日産,GH-BJY31,ｾﾄﾞﾘｯｸ,23100-45N10,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,102211-611R,オルタネーター(G) IC 12/60,日産,MG22S,ﾓｺ,23100-4A01F,,,,,15300,2年4万km保証,MAXタイプ,,,,1
オルタネーター,LR165-719R,オルタネーター(G) IC 12/65,日産,E-KPS13,ｼﾙﾋﾞｱ,23100-4M400,,,,,22100,2年4万km保証,MAXタイプ,,,,1
オルタネーター,LR180-757R,オルタネ-タ-(G) I.C 12/80,日産,E-NJY31,ｸﾞﾛﾘｱ,23100-4M500,,,,,23500,2年4万km保証,MAXタイプ,,,,1
オルタネーター,LR190-753R,オルタネータ(G)I.C 12/90,日産,N-SB12,ﾊﾟﾙｻ-,23100-4M505,,,,,23500,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A002TB3191R,オルタネーター(G) IC 12/80,日産,GF-W11,ｱﾍﾞﾆｰﾙ,23100-4M510,,,,,15300,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A002TB3891R,オルタネーター(G) IC 12/90,日産,X-SB13,ｻﾆ-,23100-4M611,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A002TB4291R,オルタネ-タ-(G) I.C 12/90,日産,E-HR31,ｽｶｲﾗｲﾝ,23100-4M710,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A002TB4491R,オルタネーター(G) IC 12/100,日産,Q-SU12,ﾌﾞﾙ-ﾊﾞ-ﾄﾞ,23100-4N010,,,,,18400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,LR180-745CR,オルタネーター(G) IC 12/80,日産,E-HR31,ｽｶｲﾗｲﾝ,23100-4P000,,,,,23500,2年4万km保証,MAXタイプ,,,,1
オルタネーター,LR190-727CR,オルタネーター(G) IC 12/90,日産,KF-VEY11,AD,23100-4P005,,,,,23500,2年4万km保証,MAXタイプ,,,,1
オルタネーター,LR1110-706FR,オルタネーター(G) IC12/110,日産,KF-VENY11,AD,23100-4P105,,,,,30300,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A002TA2991R,オルタネーター(G) IC 12/90,日産,HY33,ｸﾞﾛﾘｱ,23100-4P110,,,,,17800,2年4万km保証,MAXタイプ,,,,1
